,Title,Video_ID,Published_At,Keyword,Likes,Comments,Views
1404,The Insane Biology of: The Dragonfly,iJi61NAIsjs,28-08-21,biology,104645,7091,3455728
1405,2021&#39;s Breakthroughs in Neuroscience and Other Biology,1tOx_Vh5diE,21-12-21,biology,35432,528,832026
1406,The Insane Biology of: Hammerhead Sharks,lgTbQlfOSKE,01-05-21,biology,103946,4516,3779069
1407,Biologist Answers More Biology Questions From Twitter | Tech Support | WIRED,qPKHna_P9zE,22-06-22,biology,41293,1941,1194593
1408,Map of Biology,wENhHnJI1ys,09-12-17,biology,26530,818,602137
1409,DNA Structure and Replication: Crash Course Biology #10,8kK2zwjRV0M,02-04-12,biology,85704,4481,8639567
1410,1. Introduction to Human Behavioral Biology,NNnIGh9g6fA,01-02-11,biology,310947,15981,14800155
1411,The Insane Biology of: The Orca,GimCcrwYxdE,18-12-21,biology,83509,5086,2954971
1412,Cartoon x nublu x Gameboy Tetris - Biology [NCS Release] (Official Music Video),OcNV3UeesoU,19-06-21,biology,45821,2121,2359653
1413,What Are the New Discoveries in Human Biology? - with Dan Davis,SqrRW3CMOzo,09-09-21,biology,5000,293,252524
1414,The Insane Biology of: The Axolotl,bFkIG9S2Mmg,16-10-21,biology,46953,1690,1743151
1415,Biomolecules (Updated),YO244P1e9QM,12-02-16,biology,65238,2121,5323008
1416,Web of Complex Biology | Science Documentary | Bill Nye,XQgvsXQ6AyE,06-06-19,biology,621,44,55643
1417,The Insane Biology of: The Venus Flytrap,CAUOhG_c4Go,29-01-22,biology,16576,787,452937
1418,The Insane Biology of: Ant Colonies,VLBDVXLiWxQ,06-02-21,biology,31665,1649,1045672
1419,The Insane Biology of: The Platypus,Wh2du5SOjmY,26-06-21,biology,26731,1303,1251200
1420,Carbon... SO SIMPLE: Crash Course Biology #1,QnQe0xW_JY4,30-01-12,biology,74180,7794,7556654
1421,Pi&#39;erre Bourne - Biology 101 [Official Audio],WpbUnPTAoB4,11-06-21,biology,18852,750,767162
1422,The Insane Biology of: The Electric Eel,vsQYI5Ajwp4,30-07-22,biology,15317,613,319489
1423,&#39;Amphiterra&#39; Explained | Speculative Biology,pJ41WRSrrOo,04-03-22,biology,29562,2363,595608
1424,Biological Molecules - You Are What You Eat: Crash Course Biology #3,H8WJ2KENlK0,13-02-12,biology,62343,4145,6225136
1425,Girls Aloud - Biology,bBPtP4t2J1k,26-06-09,biology,18353,2560,7073338
1426,Biologist Answers Even More Biology Questions From Twitter | Tech Support | WIRED,dgEYV2s8Pg4,24-06-22,biology,23783,1290,513747
1427,Photosynthesis: Crash Course Biology #8,sQK3Yr4Sc_k,19-03-12,biology,74324,6294,7428280
1428,The Insane Biology of: The Harpy Eagle,R1HAEGyk4Co,30-04-22,biology,29581,1264,1097006
1429,ATP &amp; Respiration: Crash Course Biology #7,00jbG_cfGuQ,12-03-12,biology,96215,6430,9552698
1430,How Much Do You Know About &quot;BIOLOGY&quot;?ðŸŒ±| QUIZ/TRIVIA/QUESTIONS,vXp9xKwUihM,20-06-20,biology,1519,124,90926
1431,&#39;Exobiotica&#39; Explained | Speculative Biology,HSVUtNRNcS4,01-04-22,biology,17977,564,383734
1432,Evolution from ape to man. From Proconsul to Homo heidelbergensis,SGxDv7XybSo,18-08-19,biology,116596,43591,11792862
1433,Biology: Digestive System Video,bo2Ape8JHqA,16-02-09,biology,132214,5981,17716356
1434,Eukaryopolis - The City of Animal Cells: Crash Course Biology #4,cj8dDTHGJBY,20-02-12,biology,47947,3075,5054426
1435,&#39;Draconology&#39; Explained | Dragon Biology,NXlTO0dti3k,07-10-21,biology,43511,1773,747705
1436,Water - Liquid Awesome: Crash Course Biology #2,HVT3Y3_gHGg,06-02-12,biology,48317,3805,4613023
1437,Cell Biology | DNA Replication ðŸ§¬,xvWdIi6_fGg,29-03-21,biology,13733,626,489332
1438,Evo-Devo (Despacito Biology Parody) | A Capella Science,ydqReeTV_vk,23-09-17,biology,132562,6384,4418714
1439,The Biology Behind Bonsai Trees,jxg-N7Ld3H0,01-02-22,biology,44755,3214,1152562
1440,Taxonomy: Life&#39;s Filing System - Crash Course Biology #19,F38BmgPcZ_I,04-06-12,biology,28907,2438,2767666
1441,Physics - Basic Introduction,b1t41Q3xRM8,30-12-20,physics,42848,1350,1778635
1442,The Mind Bending Story Of Quantum Physics (Part 1/2) | Spark,ISdBAf-ysI0,20-03-18,physics,68035,5549,7209027
1443,All physics explained in 15 minutes (worth remembering),TTHazQeM8v8,07-08-20,physics,152531,3469,3270832
1444,2021&#39;s Biggest Breakthroughs in Physics,FMM7GWnAv0A,22-12-21,physics,44412,1210,1346386
1445,What is Physics?,yWMKYID5fr8,24-01-16,physics,12527,414,787667
1446,What If Physics IS NOT Describing Reality?,v-aP1J-BdvE,01-06-22,physics,29773,3299,880432
1447,Dr. Michio Kaku Answers Physics Questions From Twitter | Tech Support | WIRED,bUmULlGACEI,29-07-21,physics,126685,4633,2817851
1448,"01 - Introduction to Physics, Part 1 (Force, Motion &amp; Energy) - Online Physics Course",i_CijGuk7fw,28-08-18,physics,22310,1177,1071023
1449,Physicist Explains Dimensions in 5 Levels of Difficulty | WIRED,3KC32Vymo0Q,16-10-19,physics,237869,19276,8445210
1450,The Map of Physics,ZihywtixUYo,28-11-16,physics,236557,5640,4696990
1451,Neil deGrasse Tyson Explains The Weirdness of Quantum Physics,SDxzZHSBhw0,13-03-21,physics,19509,1072,928585
1452,Physics expert explains how NASA got sound from a black hole,jKvjvW6a62c,24-08-22,physics,3379,1381,132960
1453,Quantum Physics for 7 Year Olds | Dominic Walliman | TEDxEastVan,ARWBdfWpDyc,24-05-16,physics,49795,2177,2796778
1454,5 Fun Physics Phenomena,1Xp_imnO6WE,06-08-14,physics,95001,7668,6312772
1455,Will Constructor Theory REWRITE Physics?,hYc97J2MZIo,20-10-21,physics,40750,3577,1235556
1456,Physics Review - Basic Introduction,-6IgkG5yZfo,02-01-17,physics,10959,525,844015
1457,Physicists At CERN Just Made A Terrifying Discovery That Changes Everything!,JpKoT9AgSJo,10-07-22,physics,6813,69,485266
1458,3 Perplexing Physics Problems,K-Fc08X56R0,20-11-19,physics,281680,11360,9033159
1459,Einstein and the Quantum: Entanglement and Emergence,ntxC5KMC4y0,31-03-22,physics,18403,1810,1429951
1460,Physicsâ€™ greatest mystery: Michio Kaku explains the God Equation | Big Think,B1GO1HPLp7Y,06-06-21,physics,62098,6272,2889074
1461,Michio Kaku: The Universe in a Nutshell (Full Presentation) | Big Think,0NbBjNiw4tk,15-08-12,physics,296448,29736,19097087
1462,Wireless Keyboard Prank HACK on Rich Kid Playing Fortnite! (N3ON),CN16j8AHHuk,23-06-20,physics,191691,5795,3182375
1463,The physics anomaly no one talks about: What&#39;s up with those neutrinos?,p118YbxFtGg,18-09-21,physics,35004,2726,952869
1464,"8 Year Old LOST His GIRLFRIEND To A Rich Kid, So We Confronted Her... (Fortnite)",c0Ir6O1JB-I,19-11-19,physics,673896,41869,14835017
1465,The Map of Particle Physics | The Standard Model Explained,mYcLuWHzfmE,01-05-21,physics,32717,1804,930267
1466,Thermodynamics: Crash Course Physics #23,4i1MUWJoI0U,15-09-16,physics,20329,806,1331141
1467,7 AMAZING Physics Tricks That You Must See,IzQsYnLz2Gc,26-01-18,physics,122180,1942,8705503
1468,Physics experiments that changed the world â€“ with Suzie Sheehy,aXg3edeUrtc,11-08-22,physics,2012,143,72517
1469,How Two Physicists Unlocked the Secrets of Two Dimensions,kpsu9_ql0-M,16-08-22,physics,12994,521,234454
1470,What Does Quantum Physics Actually Tell Us About the World?,GBs8e2KRLDg,20-07-22,physics,1346,198,106305
1471,Gifting a 9 Year Old MAX Battle Pass!,Ewp4HvlzNs0,12-06-22,physics,7355,711,278584
1472,Can Life Really Be Explained By Physics? (featuring Prof. Brian Cox),k-vm3ZWnMWk,08-04-22,physics,25394,2940,761574
1473,Modern Physics || Modern Physics Full Lecture Course,3lTQqEehEhI,14-09-20,physics,21123,560,745050
1474,Electric Charge: Crash Course Physics #25,TFlVWf8JX4A,29-09-16,physics,26210,856,1875721
1475,When a physics teacher knows his stuff !!,77ZF50ve6rs,04-03-16,physics,1194852,16417,42252029
1476,Amazing Physics Toys/Gadgets 1,Y5dylh2aOiw,26-02-22,physics,188472,5901,13829574
1477,I Met RICH KID In Real Life...,pJpOxIksxXU,06-08-21,physics,11961,334,495065
1478,What is the SchrÃ¶dinger Equation? A basic introduction to Quantum Mechanics,2WPA1L9uJqo,14-04-22,physics,11420,896,596902
1479,Physicists At CERN Just Made An Incredible Discovery That Changes Everything,iDgJD-MarvU,04-07-22,physics,10960,109,858731
1480,Asking a Theoretical Physicist About the Physics of Consciousness | Roger Penrose &amp; Jordan Peterson,Qi9ys2j1ncg,14-04-22,physics,31942,7562,1089328
1481,I Made RICH KID Say **** For The First Time... (Fortnite),jxi-3WvWvGM,28-12-20,physics,66353,2001,1546801
1482,Kinematics In One Dimension - Physics,dHjWVlfNraM,31-05-21,physics,7687,237,451843
1483,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187",LDTe8uFqbws,29-05-21,physics,9154,1201,652244
1484,Minecraft Physics Had an Update..,SiHeMrHDlzs,26-02-22,physics,11249,393,482269
1485,"Static &amp; Kinetic Friction, Tension, Normal Force, Inclined Plane &amp; Pulley System Problems - Physics",pL2YfC-22Uc,29-08-16,physics,20361,770,1539948
1486,15 Craziest Things That Defy the Laws of Physics,dHsxkaxRfnE,28-07-22,physics,12193,196,1267276
1487,"Newton&#39;s Law of Motion - First, Second &amp; Third - Physics",g550H4e5FCY,09-01-17,physics,27575,971,1761493
1488,Leonard Susskind Marrying Quantum Physics &amp; General Relativity,4JXjqaN97IY,18-06-22,physics,962,100,30388
1489,How Trees Bend the Laws of Physics,BickMFHAZR0,30-10-12,physics,139552,7764,4235793
1490,"RICH KID Tried To DATE My CRUSH, So I Did This... (Fortnite)",V2dPq92LToE,26-01-20,physics,159719,4673,2029047
1491,What is Computer Science?,Tzl0ELY_TiM,28-02-17,computer science,26902,1190,1248957
1492,100+ Computer Science Concepts Explained,#NAME?,04-05-22,computer science,55719,1606,802372
1493,Introduction to Programming and Computer Science - Full Course,zOjov-2OZ0E,21-04-20,computer science,131961,3037,4849924
1494,Map of Computer Science,SzJ46YA_RaA,06-09-17,computer science,202969,3572,4801805
1495,3 years of Computer Science in 8 minutes,ReVeUvwTGdU,24-07-18,computer science,186881,8575,7004107
1496,An Entire Computer Science Degree in 12 Minutes,EJiVWoFk8GA,06-08-22,computer science,10317,757,165623
1497,Computer Scientist Explains One Concept in 5 Levels of Difficulty | WIRED,fOGdb1CTu5c,18-01-22,computer science,128268,4356,4991078
1498,Early Computing: Crash Course Computer Science #1,O5nskjZ_GoI,22-02-17,computer science,62009,1740,3134189
1499,Computer Science in 10 Minutes,A45p5e86Lpw,21-09-20,computer science,24508,1455,374241
1500,Computer Science degree: What you need to know,k0GlqFrRQI0,01-06-20,computer science,6806,774,215489
1501,Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,5q87K1WaoFI,18-08-21,computer science,42940,1735,1407319
1502,My Computer Science Degree in 8 Minutes,dh7IwmBQZeI,08-11-21,computer science,13004,376,318419
1503,Computer Science Careers and Subfields,2VpDcjFshJI,21-08-17,computer science,8864,326,351985
1504,My Regrets as a Computer Science Student,xa6me8wou_k,03-07-19,computer science,63890,2427,1732512
1505,What Is Computer Science?,AnVBCyzNgaU,15-07-16,computer science,2143,77,198844
1506,Computer science is for everyone | Hadi Partovi | TEDxRainier,FpMNs7H24X0,08-12-14,computer science,10846,380,759857
1507,Is a Computer Science Degree Worth It?,c-41IY0bOGU,05-03-20,computer science,11672,1285,302924
1508,2021&#39;s Biggest Breakthroughs in Math and Computer Science,9uASADiYe_8,23-12-21,computer science,33558,814,950825
1509,Top 10 BEST Career Paths For Computer Science Majors ($100k+ Jobs),OhuduvuenYQ,16-06-22,computer science,752,53,16115
1510,Boolean Logic &amp; Logic Gates: Crash Course Computer Science #3,gI-qXk7XojA,08-03-17,computer science,47204,1277,2302755
1511,"Lec 1 | MIT 6.00 Introduction to Computer Science and Programming, Fall 2008",k6U-i4gXkLM,20-08-09,computer science,61813,3416,6091315
1512,6 Reasons Why Computer Science is the Best Major,ywBD6HiD8vQ,06-11-20,computer science,4557,379,97136
1513,Computer Science Degree Vs Computer Engineering Degree (Which Is Better?),sdDklIYkWA0,18-06-22,computer science,1514,251,37830
1514,5 Things I Wish I Knew Before Majoring in Computer Science,TOSxb5aXKlk,14-07-20,computer science,2596,177,56994
1515,Things New Computer Science Students Need to Know,G6IN2UxMFpU,07-09-20,computer science,7452,581,113080
1516,The Math Needed for Computer Science,eSFA1Fp8jcU,21-04-18,computer science,59163,1583,1754969
1517,The Man Who Revolutionized Computer Science With Math,rkZzg7Vowao,17-05-22,computer science,62172,1458,1345420
1518,Computer science education: why does it suck so much and what if it didnâ€™t? | Ashley Gavin | TEDxNYU,5jmN_tBS0t4,21-07-15,computer science,11911,1388,610308
1519,Should YOU Major In Computer Science? (2022),FPu2S_qEN5s,27-08-19,computer science,16747,1532,525081
1520,Intro to Algorithms: Crash Course Computer Science #13,rL8X2mlNHPM,24-05-17,computer science,28944,775,1515048
1521,What You Need to Succeed in Computer Science,D1qnuKSfPOg,24-11-20,computer science,4849,197,82596
1522,Introduction to Graph Theory: A Computer Science Perspective,LFKZLXVO-Dg,14-06-20,computer science,13406,314,362229
1523,Day in the Life of a Computer Science Student at Waterloo,M85EcbfhH9A,12-08-22,computer science,1149,146,17156
1524,The Computer Science Iceberg Explained (Part 1),H565avw-ufk,06-02-22,computer science,27889,962,437660
1525,"CS50 FULL REVIEW  - Best Course to Learn Computer Science in 2022? (edX, Harvard)",#NAME?,08-02-22,computer science,10409,385,199395
1526,Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck,z3o6yEzcnLc,10-04-22,computer science,10292,653,327463
1527,Computer Science Terminology,LtoBGQPuu1c,08-11-18,computer science,5213,145,135056
1528,My HONEST College Advice For Computer Science Majors // as a senior computer science student,bJCzuGbg4s4,27-12-21,computer science,909,32,24612
1529,Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1GSjbWt0c9M,15-03-17,computer science,30095,1186,1530735
1530,Registers and RAM: Crash Course Computer Science #6,fpnE6UAfbtU,29-03-17,computer science,37041,1190,1672442
1531,Is Computer Science Right for You?,ReQdX04S00w,24-02-22,computer science,61424,692,872859
1532,Everything You Need to Know as a Computer Science Student,aDfqRbGk_Yk,22-11-19,computer science,6557,215,179728
1533,The Traveling Salesman Problem: When Good Enough Beats Perfect,GiDsjIBOVoA,26-07-22,computer science,7812,408,143959
1534,Online Computer Science Bachelor&#39;s - Colorado State University,ec5vegLMkTM,20-01-21,computer science,32,5,83073
1535,Electronic Computing: Crash Course Computer Science #2,LN0ucKNX0hc,01-03-17,computer science,32189,878,1750656
1536,My College Advice for Computer Science Majors (after graduating 6 years ago),DUnjnfcpn3M,10-06-20,computer science,11395,542,282641
1537,Data Structures - Computer Science Course for Beginners,zg9ih6SVACc,08-09-20,computer science,22667,588,939411
1538,Conquering Math as a Computer Science Student,yKJz5IntDW8,10-08-18,computer science,4440,307,95826
1539,Kirbyâ€™s Dream Buffet â€“ Overview Trailer â€“ Nintendo Switch,mQqVCYDD3sA,11-08-22,nintendo,40994,3946,1115596
1540,Sonic Frontiers - Story Trailer - Nintendo Switch,zDZAbmxP7Yw,23-08-22,nintendo,33773,4225,655844
1541,Top 10 Nintendo 3DS Games| The Completionist,Yaf9h-Rceus,24-08-22,nintendo,5333,883,87181
1542,Splatoon 3 Direct - Nintendo Switch,aiuIZN0KDFQ,10-08-22,nintendo,93512,11770,2467290
1543,Nintendo&#39;s Surprising Event Revealed And Tons of New Games Get Announced | News Wave,z7SGxS0h8YQ,24-08-22,nintendo,4996,791,86658
1544,Nintendo Direct Mini: Partner Showcase | 6.28.2022,dKB3WXRWTCM,28-06-22,nintendo,93420,11201,2745019
1545,We&#39;ve Played Splatoon 3 - Is It Any Good?,I0wIauQ0wMs,24-08-22,nintendo,2677,390,51017
1546,Mario Kart 8 Deluxe â€” Booster Course Pass - Wave 2 Release Date - Nintendo Switch,xBly7QHQkYA,28-07-22,nintendo,88302,10753,2173854
1547,Nintendo Switch OLED Kirby Edition,uS5exTLvQVo,24-08-22,nintendo,959,87,9269
1548,Xenoblade Chronicles 3 Direct - Nintendo Switch,hoHvpS2x8us,22-06-22,nintendo,27953,6430,848504
1549,ON A JOUE A SPLATOON 3 EN AVANT PREMIERE SUR NINTENDO SWITCH !,_sapOflid6o,24-08-22,nintendo,3465,317,59232
1550,Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!,QrW6gVz7H5M,24-08-22,nintendo,2208,837,37340
1551,Nintendo Switch games that will be NOSTALGIC...,U_VQPOYJxpI,24-08-22,nintendo,7455,160,71578
1552,LEGO Star Wars: The Skywalker Saga Nintendo Switch NEW PATCH Review!,tDdvopwhCaE,23-08-22,nintendo,697,120,17418
1553,Deep Cut: Anarchy Rainbow - Splatoon 3 - Nintendo Switch,DtMOAvOWTvY,10-08-22,nintendo,59959,5338,1310018
1554,"ðŸš¨ DÃ‰PÃŠCHEZ-VOUS ðŸš¨ Ces PROMOS disparaissent bientÃ´t du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,24-08-22,nintendo,406,57,13184
1555,Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!,cCyPBq_u638,23-08-22,nintendo,1897,349,36948
1556,This &quot;Nintendo Switch Lite OLED PRO&quot; can play ANYTHING!,T17B7v6T8W4,23-08-22,nintendo,7166,897,156610
1557,Splatoon 3 Direct â€“ 10/08/2022,QkQ2TlVoXVg,10-08-22,nintendo,4122,567,112040
1558,Nintendo Switch: Unboxing &amp; Review,y9b2vxjP0po,09-03-17,nintendo,54951,6290,5370346
1559,Nintendo Switch ATTENTION HOGWARTS LEGACY DIFFERENCES ðŸ˜±âŒâš ï¸ &amp; COLLECTOR Ã  300â‚¬ &amp; PAS SUR SWITCH âŒ,LL2H1ksXocA,24-08-22,nintendo,760,80,11630
1560,18 AMAZING Nintendo Switch secrets! ðŸ”¥ðŸ˜±ðŸ¤¯,tOtVkaGqtbQ,31-07-22,nintendo,3769,590,180396
1561,Nintendo Switch OLED Review Vs Original | One Month Later,TlBU5LfBEcM,03-11-21,nintendo,8058,662,566503
1562,PokÃ©mon Presents | 08.03.2022,ojiBuA97rdc,03-08-22,nintendo,119930,11926,3432799
1563,Evolution of Nintendo [1889-2022],q6S7VOi3E5k,06-03-21,nintendo,92823,5623,8295441
1564,Splatoon 3: Early Switch Multiplayer Hands-on - How Is Nintendo&#39;s Shooter Shaping Up?,JDB-Vm4eqTk,24-08-22,nintendo,2104,481,46065
1565,OLED Nintendo Switch Unboxing!,46C33cO4A3c,15-11-21,nintendo,20892,976,640120
1566,The WEIRD Nintendo Switch Accessories on Amazon,aJ8ZOtE--_g,29-09-21,nintendo,79878,3067,2750006
1567,"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge",28RxpkcVAFw,28-02-21,nintendo,565673,35186,31667627
1568,Nintendo employees when their joycons drift,sgNyDjjDCD4,26-02-21,nintendo,350411,15822,6058858
1569,Nintendo BIG ANNOUNCEMENT Revealed Just Nowâ€¦,kmgWldPQ6t0,23-08-22,nintendo,2179,324,55298
1570,Top 10 Must Have Nintendo Switch Games! 2022 Guide,AsuXEeDKRoQ,17-05-22,nintendo,7785,331,621651
1571,Bayonetta 3 - Release Date Revealed - Nintendo Switch,gOGJGv6OoXA,13-07-22,nintendo,43557,4766,514758
1572,Nintendo Switch Online Is About To Get VERY Interesting In 2022...,LoumzWmxUDo,16-08-22,nintendo,3016,573,56101
1573,Splatoon 3 DEBERÃA SER GRATIS: Jugamos EL MEJOR SHOOTER ONLINE ðŸ™ (Nintendo Switch),LKkUMbagFcc,24-08-22,nintendo,2118,245,35759
1574,Â¡RUMORES apuntan a un NINTENDO DIRECT el DÃA 14 de SEPTIEMBRE! Â¿NUEVO STAR FOX en CAMINO?,EvMp_cnU1Cc,24-08-22,nintendo,221,35,2225
1575,Nintendo Switch: Five Years In - Scott The Woz,92F46l6vpRs,08-06-22,nintendo,89783,7013,2610708
1576,Splatoon 3 â€“ Release Date Revealed  - Nintendo Switch,Rkz-PjCQjWk,22-04-22,nintendo,77209,8351,1700683
1577,Nintendo has been accused...,_bFhv1gXFrc,17-08-22,nintendo,5437,1020,109574
1578,"LA FECHA DEFINITIVA del NINTENDO DIRECT con ZELDA, METROID y MARIO!? | Nuevo Star Fox | PS Showcase",6i0BA-cDnrU,24-08-22,nintendo,814,85,12274
1579,"Pokemon Presents - Official Full Presentation (August 3, 2022)",nHnh15pScSI,03-08-22,nintendo,4936,750,208877
1580,"No One Has The Balls To Make This Nintendo Video, So I Will",JbTvmqtskYY,18-08-22,nintendo,4972,1307,87422
1581,Mario Strikers: Battle League - 1st Free Update - Nintendo Switch,29qaA3suXBk,19-07-22,nintendo,28895,6897,707813
1582,nintendo switch OLED unboxing (+ accessories!!) ðŸ¶ðŸƒðŸŒ¸,k1wBOG4v3T4,22-12-21,nintendo,22443,300,681002
1583,Nintendo Switch accessories you NEED!,#NAME?,22-08-22,nintendo,24496,257,254500
1584,The Nintendo Switch BIGGEST SECRET Has Finally Been Revealed....,xvCmnfVQQRE,21-08-22,nintendo,3675,685,85298
1585,Nintendo Switch HUNTING in NEW YORK CITY!,8nkTemr8AVY,20-07-22,nintendo,15392,1232,297966
1586,Steam Deck is the &quot;END&quot; of Nintendo Switch?,xc7d1iU7SVI,23-05-22,nintendo,24059,3355,805728
1587,Xbox REVEALS Big Updates For Xbox Series X Exclusives &amp; Xbox Game Pass For PC | Xbox News,kVMMvvKkJpM,24-08-22,xbox,926,258,16396
1588,Xbox Says Console Exclusives are Fading Away,mxjMX7ziMNc,24-08-22,xbox,1079,473,16451
1589,Xbox &amp; Bethesda Games Showcase 2022,rOYnwhKwlw8,12-06-22,xbox,115164,5254,4098562
1590,Xbox just said &quot;Console Exclusives are DOOMED&quot; but will PlayStation AGREE?,sN9kJY3Ie4s,24-08-22,xbox,1209,1167,19967
1591,Best Gamescom 2022 Game Reveals | Huge Xbox Game Pass Game Steals the Show | News Dose,rnn-sfBHX7o,24-08-22,xbox,858,162,18992
1592,The Xbox Series S: Should You Buy One?,5xRFvRGMwho,14-10-21,xbox,24017,3549,1148562
1593,Evolution of Xbox (Animation),qV_dH7cfbMs,14-08-20,xbox,64432,5717,4526546
1594,If I Can Fix This Xbox Series X I&#39;ll GIVE IT AWAY!!!,pIZW8eoxQ5o,24-08-22,xbox,6900,383,114921
1595,"ðŸš¨ DÃ‰PÃŠCHEZ-VOUS ðŸš¨ Ces PROMOS disparaissent bientÃ´t du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,24-08-22,xbox,406,57,13184
1596,PlayStation 5 vs Xbox Series X: Which is better?,jGZzpr4BtAM,24-11-20,xbox,52160,11181,2497202
1597,Lies of P - Gameplay Reveal,eghRcO16Zig,23-08-22,xbox,7292,316,135067
1598,the GameStop Xbox SCAM,KdVM2RhDaAM,15-01-22,xbox,39845,3375,1760155
1599,Microsoft&#39;s HUGE plans for Xbox! We can&#39;t stop it,NdqOOCel9-o,21-08-22,xbox,1708,301,58559
1600,"Xbox Just REVEALED Big Official Updates On Xbox Series X Exclusives, Xbox GamePass And Free Games!",573n5HGVo94,20-08-22,xbox,3205,439,84465
1601,The NEW Xbox Game Pass! What you need to know today,lVuMJBUSfdI,12-08-22,xbox,1793,185,75483
1602,The Evolution of XBOX Startup Screens (2001-2019),XWv_4L1_Z7Q,07-05-19,xbox,124490,7455,8830062
1603,"New Game Pass Additions, Updates, and Events | This Week on Xbox",P1W_9yI5UJY,12-08-22,xbox,2976,131,103500
1604,I spent 20 days customizing my new Xbox,DRHNWCmF3_0,16-07-22,xbox,117231,5092,2657361
1605,The Ultimate Xbox MYSTERY TECH,IeOd4_6kI30,19-02-22,xbox,35423,1060,1034342
1606,When customers blame you for unrelated issues. Xbox one X Prior repair gone wrong. No Signal,_keRzD8rVp8,24-08-22,xbox,2468,220,37870
1607,TEM JOGÃƒO! MUITOS JOGOS REVELADOS para o XBOX GAME PASS e GAMEPLAY de JOGO AGUARDADO!,EFvqXRTW330,24-08-22,xbox,1562,130,10503
1608,Weird loophole brings PS5 exclusives to Xbox Series! How it works,_L55PffW9sE,24-08-22,xbox,855,139,24863
1609,JOGOS CONFIRMADOS NO GAME PASS EM SETEMBRO E GRANDES LANÃ‡AMENTOS NO XBOX!,kHDWTIUtSD8,24-08-22,xbox,1409,122,12041
1610,"Mom Throws Out Her Son&#39;s Xbox, She Instantly Regrets The Decision She Made | Dhar Mann",gEFmwpWfdAI,06-01-21,xbox,438812,40924,22439610
1611,"All Xbox, Nintendo and PlayStation Startups (Unused Brand ID)",Hru1FjQUkpI,19-11-18,xbox,199933,22438,17069314
1612,LEAKED Gameplay for New Xbox Games - Dead Island 2 | RedFall &amp; Gamescom 2022 Event Xbox News Cast 66,SxXpaOL9WzI,23-08-22,xbox,1025,43,14264
1613,Why I regret buying an Xbox Series X,JzjkmhcpYYU,01-03-22,xbox,2295,1399,179180
1614,Xbox Series X - Unbox &amp; Setup,dnOwCyedro8,21-11-20,xbox,25029,2468,1651459
1615,Reloading a Controller: Xbox vs. Playstation,60zVVNU_Jvw,23-08-22,xbox,1781,66,33246
1616,Things Are Getting HEATED Between Xbox &amp; PlayStation...,X_vhvlA1sxo,11-08-22,xbox,2363,725,42216
1617,*XBOX* Mod in Among Us,3okShyDl_UY,24-08-21,xbox,466063,10976,8324871
1618,25 amazing Xbox Series X and S secrets! ðŸ˜±ðŸ”¥ðŸ˜² #Xbox #XboxSeriesX #XboxSerieS,kqIdgOs2cPE,08-10-21,xbox,7455,300,447522
1619,Xbox Gamepass Continue to Deliver Great Content and Playstation Fanboys Continue to Hate it,xFcT0zIQcds,24-08-22,xbox,449,282,4368
1620,All Xbox Startup Animations (2001-2020),EnCdmRnME_A,13-03-20,xbox,6875,227,543947
1621,Sonic Frontiers - Story Trailer,aT7_2vZFoqM,23-08-22,xbox,1872,100,28892
1622,"New Releases, Updates, and Games Coming Soon | This Week on Xbox",ht6QvakANDk,19-08-22,xbox,1537,59,41735
1623,Friendâ€™s Mom STEALS New XBOX Series X from Kid!? *CRAZIEST STORY EVER* (LANKYBOX REACTION!),5PW3X8Yc2Gg,05-06-22,xbox,21393,1087,1557335
1624,FORZA HORIZON 2 FINALMENTE NO PC! (FICOU INCRÃVEL)ðŸ˜± | Emulador de Xbox 360,DWAWh70Ccbk,23-08-22,xbox,1785,133,19147
1625,PlayStation vs Xbox: Which Console Is Better In Fortnite?,iFLu5DH5NI8,19-04-22,xbox,15593,1407,607849
1626,Xbox Series Upgrades in 2022! Time to swap?,Ki2JWyOCXwo,17-08-22,xbox,1466,321,52695
1627,NEW Xbox Series X Performance Update | Sony canâ€™t match it,AhEvsny6zLQ,29-07-22,xbox,2498,294,129231
1628,Sony PlayStation is PAYING for Games NOT to go on Xbox Game Pass?!,6lbJ55D7rKg,11-08-22,xbox,1822,1575,30352
1629,Microsoft Xbox Upgrades- they just got it right,H1nGMrBKOeI,10-08-22,xbox,1969,312,82902
1630,"Xbox Just Got BIG News - Massive Game Pass Change, NEW Partnership Announced, &amp; MORE!",qqR9pYcrLeU,09-08-22,xbox,2364,307,50941
1631,Saints Row: Performance Review PS5 vs Xbox Series X|S vs PC vs Xbox One X,YBSRq8EEw6c,22-08-22,xbox,1639,392,92899
